Country,Resource,Stocks and flows,CLASSE,Year,Unit,PowerCode,Value
Australia,Natural gas,Opening stock,AB,2003,Cubic metres,Billions,2471.35
Australia,Natural gas,Opening stock,AB,2004,Cubic metres,Billions,2501.35
Australia,Natural gas,Opening stock,AB,2005,Cubic metres,Billions,2425.35
Australia,Natural gas,Opening stock,AB,2006,Cubic metres,Billions,2397.1
Australia,Natural gas,Opening stock,AB,2007,Cubic metres,Billions,2378.8
Australia,Natural gas,Opening stock,AB,2008,Cubic metres,Billions,2539.45
Australia,Natural gas,Opening stock,AB,2009,Cubic metres,Billions,2870.75
Australia,Natural gas,Opening stock,AB,2010,Cubic metres,Billions,2971.4
Australia,Natural gas,Opening stock,AB,2011,Cubic metres,Billions,2860.05
Australia,Natural gas,Opening stock,AB,2012,Cubic metres,Billions,2723.75
Australia,Natural gas,Opening stock,AB,2013,Cubic metres,Billions,2537.05
Australia,Natural gas,Opening stock,AB,2014,Cubic metres,Billions,2519.3
Australia,Natural gas,Opening stock,AB,2015,Cubic metres,Billions,2783.4
Australia,Natural gas,Opening stock,AB,2016,Cubic metres,Billions,2990.6
Australia,Natural gas,Opening stock,AB,2017,Cubic metres,Billions,3057.45
Australia,Natural gas,Opening stock,AB,2018,Cubic metres,Billions,3153.1
United States,Natural gas,Upward reappraisals,A,2007,Cubic metres,Billions,2107.829
United States,Natural gas,Upward reappraisals,A,2008,Cubic metres,Billions,1865.127
United States,Natural gas,Upward reappraisals,A,2009,Cubic metres,Billions,2195.451
United States,Natural gas,Upward reappraisals,A,2010,Cubic metres,Billions,2776.833
United States,Natural gas,Total additions to stock,A,2017,Cubic metres,Billions,3223.071
United States,Natural gas,Total additions to stock,A,2016,Cubic metres,Billions,2047.791
United States,Natural gas,Total additions to stock,A,2015,Cubic metres,Billions,2408.361
Australia,Natural gas,Total reductions in stock,AB,2014,Cubic metres,Billions,51.15
Australia,Natural gas,Opening stock,AB,2000,Cubic metres,Billions,1820.25
Australia,Natural gas,Total reductions in stock,AB,2015,Cubic metres,Billions,53.45
Australia,Natural gas,Total reductions in stock,AB,2017,Cubic metres,Billions,112.55
Australia,Natural gas,Extractions,AB,2007,Cubic metres,Billions,47.0
Australia,Natural gas,Extractions,AB,2008,Cubic metres,Billions,42.35
Australia,Natural gas,Extractions,AB,2009,Cubic metres,Billions,39.5
Australia,Natural gas,Extractions,AB,2010,Cubic metres,Billions,43.25
Australia,Natural gas,Extractions,AB,2011,Cubic metres,Billions,43.8
Australia,Natural gas,Extractions,AB,2012,Cubic metres,Billions,45.9
Australia,Natural gas,Extractions,AB,2013,Cubic metres,Billions,49.9
Australia,Natural gas,Extractions,AB,2014,Cubic metres,Billions,51.15
Australia,Natural gas,Total reductions in stock,AB,2010,Cubic metres,Billions,43.25
Australia,Natural gas,Extractions,AB,2015,Cubic metres,Billions,53.45
Australia,Natural gas,Extractions,AB,2017,Cubic metres,Billions,112.55
Australia,Natural gas,Extractions,AB,2006,Cubic metres,Billions,44.15
Australia,Natural gas,Extractions,AB,2018,Cubic metres,Billions,132.65
Australia,Natural gas,Total reductions in stock,AB,2000,Cubic metres,Billions,34.6
Australia,Natural gas,Total reductions in stock,AB,2001,Cubic metres,Billions,35.85
Australia,Natural gas,Total reductions in stock,AB,2002,Cubic metres,Billions,36.1
Australia,Natural gas,Total reductions in stock,AB,2003,Cubic metres,Billions,37.55
Australia,Natural gas,Total reductions in stock,AB,2004,Cubic metres,Billions,38.45
Australia,Natural gas,Total reductions in stock,AB,2005,Cubic metres,Billions,39.2
Australia,Natural gas,Total reductions in stock,AB,2006,Cubic metres,Billions,44.15
Australia,Natural gas,Total reductions in stock,AB,2007,Cubic metres,Billions,47.0
Australia,Natural gas,Total reductions in stock,AB,2008,Cubic metres,Billions,42.35
Australia,Natural gas,Extractions,AB,2016,Cubic metres,Billions,79.8
United Kingdom,Natural gas,Discrepancies,A,2018,Cubic metres,Billions,36.0
Australia,Natural gas,Extractions,AB,2019,Cubic metres,Billions,145.0
Australia,Natural gas,Extractions,AB,2005,Cubic metres,Billions,39.2
Australia,Natural gas,Extractions,AB,2004,Cubic metres,Billions,38.45
Australia,Natural gas,Extractions,AB,2003,Cubic metres,Billions,37.55
Australia,Natural gas,Total reductions in stock,AB,2018,Cubic metres,Billions,132.65
Australia,Natural gas,Total reductions in stock,AB,2019,Cubic metres,Billions,145.0
Australia,Natural gas,Closing stock,AB,2000,Cubic metres,Billions,1997.5
Australia,Natural gas,Closing stock,AB,2001,Cubic metres,Billions,2220.55
Australia,Natural gas,Closing stock,AB,2002,Cubic metres,Billions,2471.35
Australia,Natural gas,Closing stock,AB,2003,Cubic metres,Billions,2501.35
Australia,Natural gas,Closing stock,AB,2004,Cubic metres,Billions,2425.35
Australia,Natural gas,Total reductions in stock,AB,2012,Cubic metres,Billions,45.9
Australia,Natural gas,Closing stock,AB,2005,Cubic metres,Billions,2397.1
Australia,Natural gas,Closing stock,AB,2007,Cubic metres,Billions,2539.45
Australia,Natural gas,Closing stock,AB,2008,Cubic metres,Billions,2870.75
Australia,Natural gas,Closing stock,AB,2009,Cubic metres,Billions,2971.4
Australia,Natural gas,Closing stock,AB,2010,Cubic metres,Billions,2860.05
Australia,Natural gas,Closing stock,AB,2011,Cubic metres,Billions,2723.75
Australia,Natural gas,Closing stock,AB,2012,Cubic metres,Billions,2537.05
Australia,Natural gas,Closing stock,AB,2013,Cubic metres,Billions,2519.3
Australia,Natural gas,Closing stock,AB,2014,Cubic metres,Billions,2783.4
Australia,Natural gas,Closing stock,AB,2015,Cubic metres,Billions,2990.6
Australia,Natural gas,Closing stock,AB,2016,Cubic metres,Billions,3057.45
Australia,Natural gas,Closing stock,AB,2017,Cubic metres,Billions,3153.1
Australia,Natural gas,Closing stock,AB,2018,Cubic metres,Billions,3315.95
Australia,Natural gas,Closing stock,AB,2006,Cubic metres,Billions,2378.8
Australia,Natural gas,Discrepancies,AB,2000,Cubic metres,Billions,211.85
Australia,Natural gas,Total reductions in stock,AB,2011,Cubic metres,Billions,43.8
Australia,Natural gas,Total reductions in stock,AB,2009,Cubic metres,Billions,39.5
Australia,Natural gas,Total reductions in stock,AB,2016,Cubic metres,Billions,79.8
United States,Natural gas,Upward reappraisals,A,2001,Cubic metres,Billions,1380.543
United States,Natural gas,Upward reappraisals,A,2002,Cubic metres,Billions,1290.542
United States,Natural gas,Upward reappraisals,A,2003,Cubic metres,Billions,1347.296
Australia,Natural gas,Discrepancies,AB,2013,Cubic metres,Billions,32.15
Australia,Natural gas,Discrepancies,AB,2014,Cubic metres,Billions,315.25
United Kingdom,Natural gas,Discrepancies,A,2015,Cubic metres,Billions,-38.0
Australia,Natural gas,Discrepancies,AB,2015,Cubic metres,Billions,260.65
Australia,Natural gas,Discrepancies,AB,2017,Cubic metres,Billions,208.2
Australia,Natural gas,Discrepancies,AB,2018,Cubic metres,Billions,295.5
Australia,Natural gas,Discrepancies,AB,2019,Cubic metres,Billions,247.15
United States,Natural gas,Upward reappraisals,A,2000,Cubic metres,Billions,1766.715
United States,Natural gas,Discoveries,A,2015,Cubic metres,Billions,47.011
United States,Natural gas,Discoveries,A,2014,Cubic metres,Billions,90.454
United States,Natural gas,Discoveries,A,2013,Cubic metres,Billions,51.599
Australia,Natural gas,Discrepancies,AB,2012,Cubic metres,Billions,-140.8
United States,Natural gas,Discoveries,A,2012,Cubic metres,Billions,32.228
United States,Natural gas,Discoveries,A,2010,Cubic metres,Billions,71.31
United States,Natural gas,Discoveries,A,2009,Cubic metres,Billions,112.43
United States,Natural gas,Discoveries,A,2008,Cubic metres,Billions,79.069
Australia,Natural gas,Discrepancies,AB,2016,Cubic metres,Billions,146.65
United Kingdom,Natural gas,Discrepancies,A,2014,Cubic metres,Billions,-11.0
United Kingdom,Natural gas,Discrepancies,A,2013,Cubic metres,Billions,24.0
United Kingdom,Natural gas,Discrepancies,A,2012,Cubic metres,Billions,3.0
United Kingdom,Natural gas,Closing stock,A,2000,Cubic metres,Billions,1195.0
United Kingdom,Natural gas,Total reductions in stock,A,2018,Cubic metres,Billions,36.0
United Kingdom,Natural gas,Total reductions in stock,A,2017,Cubic metres,Billions,38.0
United Kingdom,Natural gas,Total reductions in stock,A,2016,Cubic metres,Billions,37.0
United States,Natural gas,Discoveries,A,2011,Cubic metres,Billions,61.568
Australia,Natural gas,Discrepancies,AB,2011,Cubic metres,Billions,-92.5
Australia,Natural gas,Discrepancies,AB,2010,Cubic metres,Billions,-68.1
Australia,Natural gas,Discrepancies,AB,2009,Cubic metres,Billions,140.15
United States,Natural gas,Opening stock,A,2012,Cubic metres,Billions,9460.777
United States,Natural gas,Opening stock,A,2011,Cubic metres,Billions,8626.98
United States,Natural gas,Opening stock,A,2010,Cubic metres,Billions,7717.455
United States,Natural gas,Opening stock,A,2009,Cubic metres,Billions,6928.658
United States,Natural gas,Opening stock,A,2008,Cubic metres,Billions,6732.4
United States,Natural gas,Opening stock,A,2007,Cubic metres,Billions,5977.927
United States,Natural gas,Opening stock,A,2006,Cubic metres,Billions,5788.183
United States,Natural gas,Opening stock,A,2005,Cubic metres,Billions,5451.968
United States,Natural gas,Opening stock,A,2004,Cubic metres,Billions,5353.726
United States,Natural gas,Opening stock,A,2003,Cubic metres,Billions,5294.311
United States,Natural gas,Opening stock,A,2002,Cubic metres,Billions,5195.587
United States,Natural gas,Opening stock,A,2001,Cubic metres,Billions,5024.733
United States,Natural gas,Opening stock,A,2000,Cubic metres,Billions,4740.938
United Kingdom,Natural gas,Discrepancies,A,2017,Cubic metres,Billions,20.0
United Kingdom,Natural gas,Discrepancies,A,2016,Cubic metres,Billions,1.0
United States,Natural gas,Discoveries,A,2004,Cubic metres,Billions,55.649
United States,Natural gas,Discoveries,A,2005,Cubic metres,Billions,60.888
United States,Natural gas,Discoveries,A,2006,Cubic metres,Billions,44.292
United States,Natural gas,Discoveries,A,2007,Cubic metres,Billions,56.187
Australia,Natural gas,Discrepancies,AB,2003,Cubic metres,Billions,67.55
Australia,Natural gas,Discrepancies,AB,2004,Cubic metres,Billions,-37.55
Australia,Natural gas,Discrepancies,AB,2005,Cubic metres,Billions,10.95
Australia,Natural gas,Discrepancies,AB,2006,Cubic metres,Billions,25.85
Australia,Natural gas,Discrepancies,AB,2007,Cubic metres,Billions,207.65
Australia,Natural gas,Discrepancies,AB,2008,Cubic metres,Billions,373.65
United Kingdom,Natural gas,Total reductions in stock,A,2015,Cubic metres,Billions,36.0
United Kingdom,Natural gas,Total reductions in stock,A,2014,Cubic metres,Billions,34.0
United Kingdom,Natural gas,Total reductions in stock,A,2013,Cubic metres,Billions,33.0
United Kingdom,Natural gas,Total reductions in stock,A,2012,Cubic metres,Billions,35.0
United Kingdom,Natural gas,Discrepancies,A,2003,Cubic metres,Billions,7.0
United Kingdom,Natural gas,Discrepancies,A,2002,Cubic metres,Billions,2.0
United Kingdom,Natural gas,Discrepancies,A,2001,Cubic metres,Billions,9.0
United Kingdom,Natural gas,Discrepancies,A,2000,Cubic metres,Billions,43.0
United Kingdom,Natural gas,Closing stock,A,2003,Cubic metres,Billions,905.0
United Kingdom,Natural gas,Closing stock,A,2018,Cubic metres,Billions,279.0
United Kingdom,Natural gas,Closing stock,A,2016,Cubic metres,Billions,297.0
United Kingdom,Natural gas,Closing stock,A,2015,Cubic metres,Billions,333.0
United Kingdom,Natural gas,Closing stock,A,2014,Cubic metres,Billions,407.0
United Kingdom,Natural gas,Closing stock,A,2013,Cubic metres,Billions,452.0
United Kingdom,Natural gas,Closing stock,A,2012,Cubic metres,Billions,461.0
United Kingdom,Natural gas,Closing stock,A,2011,Cubic metres,Billions,493.0
United Kingdom,Natural gas,Closing stock,A,2010,Cubic metres,Billions,520.0
United Kingdom,Natural gas,Closing stock,A,2009,Cubic metres,Billions,564.0
United Kingdom,Natural gas,Closing stock,A,2008,Cubic metres,Billions,601.0
United Kingdom,Natural gas,Closing stock,A,2007,Cubic metres,Billions,647.0
United Kingdom,Natural gas,Closing stock,A,2006,Cubic metres,Billions,684.0
United Kingdom,Natural gas,Closing stock,A,2005,Cubic metres,Billions,728.0
United Kingdom,Natural gas,Closing stock,A,2017,Cubic metres,Billions,279.0
United Kingdom,Natural gas,Extractions,A,2010,Cubic metres,Billions,53.0
Australia,Natural gas,Discrepancies,AB,2001,Cubic metres,Billions,258.9
Australia,Natural gas,Closing stock,AB,2019,Cubic metres,Billions,3418.1
United States,Natural gas,Upward reappraisals,A,2006,Cubic metres,Billions,1938.702
United States,Natural gas,Upward reappraisals,A,2005,Cubic metres,Billions,1559.781
United States,Natural gas,Upward reappraisals,A,2004,Cubic metres,Billions,1643.721
United Kingdom,Natural gas,Discrepancies,A,2004,Cubic metres,Billions,17.0
United States,Natural gas,Opening stock,A,2014,Cubic metres,Billions,9579.636
United Kingdom,Natural gas,Discrepancies,A,2006,Cubic metres,Billions,34.0
United Kingdom,Natural gas,Discrepancies,A,2008,Cubic metres,Billions,22.0
United Kingdom,Natural gas,Total reductions in stock,A,2011,Cubic metres,Billions,42.0
United Kingdom,Natural gas,Total reductions in stock,A,2010,Cubic metres,Billions,53.0
United Kingdom,Natural gas,Total reductions in stock,A,2009,Cubic metres,Billions,56.0
United Kingdom,Natural gas,Total reductions in stock,A,2008,Cubic metres,Billions,68.0
United Kingdom,Natural gas,Closing stock,A,2001,Cubic metres,Billions,1100.0
United Kingdom,Natural gas,Total reductions in stock,A,2007,Cubic metres,Billions,70.0
United Kingdom,Natural gas,Total reductions in stock,A,2005,Cubic metres,Billions,86.0
United Kingdom,Natural gas,Total reductions in stock,A,2004,Cubic metres,Billions,95.0
United Kingdom,Natural gas,Total reductions in stock,A,2003,Cubic metres,Billions,102.0
United Kingdom,Natural gas,Total reductions in stock,A,2002,Cubic metres,Billions,102.0
United Kingdom,Natural gas,Total reductions in stock,A,2000,Cubic metres,Billions,108.0
Norway,Natural gas,Closing stock,C,2013,Cubic metres,Billions,91.126
United Kingdom,Natural gas,Extractions,A,2017,Cubic metres,Billions,38.0
United Kingdom,Natural gas,Extractions,A,2016,Cubic metres,Billions,37.0
United Kingdom,Natural gas,Extractions,A,2015,Cubic metres,Billions,36.0
United Kingdom,Natural gas,Extractions,A,2014,Cubic metres,Billions,34.0
United Kingdom,Natural gas,Extractions,A,2013,Cubic metres,Billions,33.0
United Kingdom,Natural gas,Extractions,A,2012,Cubic metres,Billions,35.0
United Kingdom,Natural gas,Total reductions in stock,A,2006,Cubic metres,Billions,78.0
Australia,Natural gas,Discrepancies,AB,2002,Cubic metres,Billions,286.9
United Kingdom,Natural gas,Closing stock,A,2002,Cubic metres,Billions,1000.0
United Kingdom,Natural gas,Closing stock,A,2004,Cubic metres,Billions,827.0
United Kingdom,Natural gas,Discrepancies,A,2011,Cubic metres,Billions,15.0
United Kingdom,Natural gas,Discrepancies,A,2010,Cubic metres,Billions,9.0
United Kingdom,Natural gas,Discrepancies,A,2009,Cubic metres,Billions,19.0
United Kingdom,Natural gas,Discrepancies,A,2007,Cubic metres,Billions,33.0
Norway,Natural gas,Closing stock,C,2012,Cubic metres,Billions,50.137
United Kingdom,Natural gas,Discrepancies,A,2005,Cubic metres,Billions,-13.0
Norway,Natural gas,Closing stock,C,2010,Cubic metres,Billions,81.592
United Kingdom,Natural gas,Opening stock,A,2006,Cubic metres,Billions,728.0
United Kingdom,Natural gas,Opening stock,A,2005,Cubic metres,Billions,827.0
United Kingdom,Natural gas,Opening stock,A,2004,Cubic metres,Billions,905.0
United Kingdom,Natural gas,Opening stock,A,2003,Cubic metres,Billions,1000.0
United Kingdom,Natural gas,Opening stock,A,2002,Cubic metres,Billions,1100.0
United Kingdom,Natural gas,Opening stock,A,2000,Cubic metres,Billions,1260.0
Netherlands,Natural gas,Opening stock,B,2013,Cubic metres,Billions,123.435
Norway,Natural gas,Closing stock,A,2011,Cubic metres,Billions,2069.505
Norway,Natural gas,Closing stock,A,2009,Cubic metres,Billions,2045.567
Norway,Natural gas,Extractions,A,2013,Cubic metres,Billions,108.475
Norway,Natural gas,Extractions,A,2012,Cubic metres,Billions,114.76
United Kingdom,Natural gas,Opening stock,A,2007,Cubic metres,Billions,684.0
Norway,Natural gas,Extractions,A,2011,Cubic metres,Billions,103.872
Norway,Natural gas,Extractions,A,2009,Cubic metres,Billions,106.62
Norway,Natural gas,Extractions,A,2008,Cubic metres,Billions,100.58
Norway,Natural gas,Extractions,A,2007,Cubic metres,Billions,90.064
Norway,Natural gas,Extractions,A,2006,Cubic metres,Billions,87.613
Norway,Natural gas,Opening stock,A,2019,Cubic metres,Billions,1621.635
Canada,Natural gas,Discrepancies,A,2011,Cubic metres,Billions,70.5
Mexico,Natural gas,Extractions,A,2003,Cubic metres,Billions,46.499
Canada,Natural gas,Discrepancies,A,2013,Cubic metres,Billions,170.0
Canada,Natural gas,Discrepancies,A,2014,Cubic metres,Billions,106.5
Canada,Natural gas,Discrepancies,A,2015,Cubic metres,Billions,333.8
Canada,Natural gas,Discrepancies,A,2016,Cubic metres,Billions,86.5
Norway,Natural gas,Extractions,A,2010,Cubic metres,Billions,107.303
United Kingdom,Natural gas,Opening stock,A,2008,Cubic metres,Billions,647.0
United Kingdom,Natural gas,Opening stock,A,2009,Cubic metres,Billions,601.0
United Kingdom,Natural gas,Opening stock,A,2010,Cubic metres,Billions,564.0
Norway,Natural gas,Closing stock,A,2017,Cubic metres,Billions,1729.063
Norway,Natural gas,Closing stock,A,2016,Cubic metres,Billions,1782.246
Norway,Natural gas,Closing stock,A,2015,Cubic metres,Billions,1856.464
Norway,Natural gas,Closing stock,A,2014,Cubic metres,Billions,1922.358
Norway,Natural gas,Closing stock,A,2013,Cubic metres,Billions,2048.509
Norway,Natural gas,Discrepancies,A,2018,Cubic metres,Billions,5.873
Norway,Natural gas,Closing stock,A,2012,Cubic metres,Billions,2089.662
